2011-10-01 20:30:40: Michael Berkovich (1) switched language to Russian
2011-10-01 20:30:53: Michael Berkovich (1) switched language to Spanish
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-06...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-07...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-08...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-09...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-10...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-11...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-12...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-13...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-14...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-15...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-16...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-17...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-18...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-19...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-20...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-21...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-22...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-23...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-24...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-25...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-26...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-27...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-28...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-29...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-30...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-07-31...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-01...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-02...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-03...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-04...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-05...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-06...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-07...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-08...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-09...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-10...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-11...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-12...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-13...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-14...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-15...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-16...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-17...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-18...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-19...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-20...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-21...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-22...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-23...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-24...
2011-10-01 20:37:31: Generating daily data for Arabic language on 2011-08-25...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-08-26...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-08-27...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-08-28...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-08-29...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-08-30...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-08-31...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-01...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-02...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-03...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-04...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-05...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-06...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-07...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-08...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-09...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-10...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-11...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-12...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-13...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-14...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-15...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-16...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-17...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-18...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-19...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-20...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-21...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-22...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-23...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-24...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-25...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-26...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-27...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-28...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-29...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-09-30...
2011-10-01 20:37:32: Generating daily data for Arabic language on 2011-10-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2010-05-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2010-06-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2010-07-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2010-08-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2010-09-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2010-10-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2010-11-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2010-12-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2011-01-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2011-02-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2011-03-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2011-04-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2011-05-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2011-06-01...
2011-10-01 20:37:32: Generating monthly data for Arabic language on 2011-07-01...
2011-10-01 20:37:33: Generating monthly data for Arabic language on 2011-08-01...
2011-10-01 20:37:33: Generating monthly data for Arabic language on 2011-09-01...
2011-10-01 20:37:33: Generating monthly data for Arabic language on 2011-10-01...
2011-10-01 20:37:33: Generating total data for Arabic language...
2011-10-01 20:37:33: Processing Armenian language...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-01...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-02...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-03...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-04...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-05...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-06...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-07...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-08...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-09...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-10...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-11...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-12...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-13...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-14...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-15...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-16...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-17...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-18...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-19...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-20...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-21...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-22...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-23...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-24...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-25...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-26...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-27...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-28...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-29...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-30...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-05-31...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-01...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-02...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-03...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-04...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-05...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-06...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-07...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-08...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-09...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-10...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-11...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-12...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-13...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-14...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-15...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-16...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-17...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-18...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-19...
2011-10-01 20:37:33: Generating daily data for Armenian language on 2010-06-20...
2011-10-01 20:37:34: Generating daily data for Armenian language on 2010-06-21...
2011-10-01 20:37:34: Generating daily data for Armenian language on 2010-06-22...
2011-10-01 20:37:34: Generating daily data for Armenian language on 2010-06-23...
2011-10-01 20:37:34: Generating daily data for Armenian language on 2010-06-24...
2011-10-01 20:37:34: Generating daily data for Armenian language on 2010-06-25...
